time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-25T01:08:23.030Z,17.4430081,78.4593879,25,2.66,md,6,325,0.6801,0.27,pr,pr2019176002,2019-06-25T04:59:02.469Z,"76km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.09,20.87,0.19,4,reviewed,pr,pr
2019-06-25T01:06:51.420Z,17.44301883,78.45940191,8,2.65,md,13,278,0.6922,0.2,pr,pr2019176001,2019-06-25T04:58:46.957Z,"78km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.64,2.45,0.39,11,reviewed,pr,pr
2019-06-25T00:59:14.722Z,17.44302956,78.45941591,42.38,4.6,mb,,98,1.349,0.84,us,us600045k1,2019-06-25T01:25:51.040Z,"131km E of Bitung, Indonesia",earthquake,8.5,7.2,0.073,56,reviewed,us,us
2019-06-25T00:45:58.400Z,17.4430403,78.45942992,23,2.89,md,5,311,0.6427,0.04,pr,pr2019176000,2019-06-25T04:58:40.165Z,"60km N of Hatillo, Puerto Rico",earthquake,0.76,8.35,0.11,5,reviewed,pr,pr
2019-06-24T22:39:45.203Z,17.44305103,78.45944393,10,5,mb,,30,6.24,0.76,us,us600045j5,2019-06-24T23:38:06.040Z,"232km W of Abepura, Indonesia",earthquake,8.5,1.7,0.04,202,reviewed,us,us
2019-06-24T20:55:52.005Z,17.44306176,78.45945794,5,2.8,mb_lg,,111,0.63,0.6,us,us600045f8,2019-06-26T17:45:28.163Z,"2km WSW of Pottsboro, Texas",earthquake,1.6,1.9,0.058,77,reviewed,us,us
2019-06-24T20:51:12.392Z,17.44307249,78.45947195,34.22,4.4,mb,,128,6.286,0.71,us,us600045f9,2019-06-25T18:01:08.040Z,"227km W of Abepura, Indonesia",earthquake,9.9,6.2,0.1,29,reviewed,us,us
2019-06-24T19:21:37.388Z,17.44308323,78.45948595,35,5.5,mww,,31,16.258,0.75,us,us600045dg,2019-06-25T19:23:44.219Z,"132km NNE of Bristol Island, South Sandwich Islands",earthquake,5.3,1.9,0.073,18,reviewed,us,us
2019-06-24T19:15:39.624Z,17.44309396,78.45949996,516.03,4.4,mb,,112,5.466,0.72,us,us600045di,2019-06-24T20:29:20.040Z,South of the Fiji Islands,earthquake,14.8,9.3,0.112,23,reviewed,us,us
2019-06-24T19:05:54.972Z,17.44310469,78.45951397,10,4.7,mb,,56,6.151,0.38,us,us600045cx,2019-06-25T18:15:55.040Z,"242km W of Abepura, Indonesia",earthquake,9.8,1.9,0.067,67,reviewed,us,us
2019-06-24T18:28:12.490Z,17.44311543,78.45952798,177,3.14,md,10,331,0.5783,0.61,pr,pr2019175008,2019-06-25T18:35:00.040Z,"53km SE of Boca de Yuma, Dominican Republic",earthquake,8.42,3.18,0.34,8,reviewed,pr,pr
2019-06-24T17:35:13.508Z,17.44312616,78.45954199,10,5.3,mww,,31,6.113,0.99,us,us600045bc,2019-06-26T12:13:03.040Z,"246km W of Abepura, Indonesia",earthquake,7.9,1.9,0.069,20,reviewed,us,us
2019-06-24T16:53:19.953Z,17.44313689,78.45955599,10,5.7,mb,,37,6.218,0.75,us,us600045am,2019-06-25T16:54:53.403Z,"235km W of Abepura, Indonesia",earthquake,8,1.9,0.037,257,reviewed,us,us
2019-06-24T16:14:40.795Z,17.44314762,78.45957,635.99,4.8,mb,,128,4.376,0.85,us,us600045aa,2019-06-24T16:48:27.040Z,"56km SSW of Ndoi Island, Fiji",earthquake,13,8.5,0.044,159,reviewed,us,us
2019-06-24T15:53:26.048Z,17.44315836,78.45958401,551.58,4.9,mb,,51,1.436,0.74,us,us6000459v,2019-06-24T16:46:03.040Z,"105km NNW of Batang, Indonesia",earthquake,9.7,5.9,0.049,131,reviewed,us,us
2019-06-24T15:14:10.001Z,17.44316909,78.45959802,10,4.3,mb,,76,3.854,0.52,us,us60004599,2019-06-24T15:51:26.040Z,"101km W of Gerash, Iran",earthquake,7.8,1.9,0.111,23,reviewed,us,us
2019-06-24T15:13:25.773Z,17.44317982,78.45961203,37.89,4.4,mb,,77,6.533,0.9,us,us6000459d,2019-06-24T15:37:21.040Z,"200km W of Abepura, Indonesia",earthquake,11.4,7.8,0.117,21,reviewed,us,us
2019-06-24T14:13:23.410Z,17.44319055,78.45962604,5,2.89,ml,57,194,0,0.16,ok,ok2019mgzr,2019-06-24T15:06:59.040Z,"10km ENE of Cherokee, Oklahoma",earthquake,,0.4,0.21,28,reviewed,ok,ok
2019-06-24T13:55:59.891Z,17.44320129,78.45964004,10,4.5,mb,,114,1.514,1.07,us,us60004584,2019-06-24T14:35:27.040Z,"122km S of Akureyri, Iceland",earthquake,8.5,1.9,0.064,73,reviewed,us,us
2019-06-24T13:24:22.658Z,17.44321202,78.45965405,10,4.8,mb,,72,4.13,0.91,us,us6000457x,2019-06-24T17:01:00.100Z,"27km S of Gonghe, China",earthquake,7.7,1.9,0.056,98,reviewed,us,us
2019-06-24T13:09:09.782Z,17.44322275,78.45966806,7.27,4.5,mb,,115,1.559,0.95,us,us6000457r,2019-06-24T14:05:18.040Z,"118km S of Akureyri, Iceland",earthquake,6.2,4.8,0.053,102,reviewed,us,us
2019-06-24T12:25:31.510Z,17.44323348,78.45968207,0,3.1,ml,,,,0.58,ak,ak01981mcczr,2019-06-24T12:32:34.373Z,"68km SSW of Kaktovik, Alaska",earthquake,,1.2,,,automatic,ak,ak
2019-06-24T11:34:08.744Z,17.44324422,78.45969607,10,5.9,mww,,58,13.686,1.15,us,us6000456p,2019-06-25T11:35:52.113Z,"159km ENE of L'Esperance Rock, New Zealand",earthquake,12.5,1.9,0.071,19,reviewed,us,us
2019-06-24T10:22:39.946Z,17.44325495,78.45971008,10,4.3,mb,,129,0.875,0.62,us,us60004564,2019-06-25T07:00:00.800Z,"9km NE of Ito, Japan",earthquake,4.6,1.9,0.142,14,reviewed,us,us
2019-06-24T10:17:35.723Z,17.44326568,78.45972409,10,4.7,mb,,126,6.29,0.63,us,us60004567,2019-06-24T13:55:09.040Z,"227km W of Abepura, Indonesia",earthquake,7.6,1.9,0.065,72,reviewed,us,us
2019-06-24T10:12:08.307Z,17.44327641,78.4597381,50.13,4.5,mb,,173,1.071,0.91,us,us60004562,2019-06-24T14:01:20.040Z,"44km WSW of Puerto Madero, Mexico",earthquake,8.9,11.1,0.03,337,reviewed,us,us
2019-06-24T09:56:47.287Z,17.44328715,78.45975211,10,4.8,mb,,71,6.153,1.24,us,us6000455y,2019-06-24T10:40:06.040Z,"242km W of Abepura, Indonesia",earthquake,9.4,1.9,0.053,108,reviewed,us,us
2019-06-24T09:04:23.149Z,17.44329788,78.45976612,20.2,3.4,ml,,,,0.78,ak,ak01981kfjj5,2019-06-24T17:28:51.692Z,"49km SW of North Nenana, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-06-24T08:42:35.130Z,17.44330861,78.45978012,36,3.11,md,17,319,1.5451,0.27,pr,pr2019175006,2019-06-24T14:20:26.040Z,"143km NNE of Vieques, Puerto Rico",earthquake,1.9,17.42,0.22,15,reviewed,pr,pr
2019-06-24T08:17:06.948Z,17.44331934,78.45979413,85.24,4.7,mb,,39,1.892,1,us,us6000455a,2019-06-24T08:35:58.040Z,"79km SE of Molibagu, Indonesia",earthquake,6.9,8.1,0.073,56,reviewed,us,us
2019-06-24T07:19:45.785Z,17.44333008,78.45980814,10,5,mb,,59,8.821,0.84,us,us6000454y,2019-06-24T07:40:29.040Z,"224km W of Abepura, Indonesia",earthquake,9.9,1.9,0.045,159,reviewed,us,us
2019-06-24T06:52:27.530Z,17.44334081,78.45982215,10,2.68,md,14,275,0.6456,0.23,pr,pr2019175005,2019-06-24T09:21:08.040Z,"82km NNE of Arecibo, Puerto Rico",earthquake,1.57,2.28,0.34,14,reviewed,pr,pr
2019-06-24T06:43:16.258Z,17.44335154,78.45983616,5,2.6,mb_lg,,109,0.601,1.2,us,us6000454c,2019-06-24T13:48:52.830Z,"19km ESE of Plainville, Kansas",earthquake,2.6,1.9,0.088,34,reviewed,us,us
2019-06-24T06:27:11.999Z,17.44336228,78.45985016,10,4.6,mb,,122,6.353,0.91,us,us60004548,2019-06-24T14:42:52.040Z,"220km W of Abepura, Indonesia",earthquake,11.7,1.9,0.062,79,reviewed,us,us
2019-06-24T06:24:46.610Z,17.44337301,78.45986417,15,2.61,md,5,328,0.5546,0.21,pr,pr2019175004,2019-06-24T07:06:29.628Z,"56km N of Isabela, Puerto Rico",earthquake,1.71,1.71,0.2,4,reviewed,pr,pr
2019-06-24T05:51:17.390Z,17.44338374,78.45987818,115,2.75,md,4,299,0.4558,0.25,pr,pr2019175002,2019-06-24T07:04:54.285Z,"29km WSW of Rincon, Puerto Rico",earthquake,3.46,1.54,0.09,4,reviewed,pr,pr
2019-06-24T05:15:49.386Z,17.44339447,78.45989219,10,5.3,mb,,56,8.941,1.29,us,us6000453n,2019-06-24T05:36:11.040Z,"238km W of Abepura, Indonesia",earthquake,3.1,1.9,0.041,203,reviewed,us,us
2019-06-24T04:47:06.745Z,17.44340521,78.4599062,10,5.6,mb,,34,6.234,1.05,us,us6000453g,2019-06-25T04:48:54.412Z,"233km W of Abepura, Indonesia",earthquake,7.6,1.8,0.059,100,reviewed,us,us
2019-06-24T04:42:41.162Z,17.44341594,78.4599202,21.42,4.6,mb,,147,1.248,0.78,us,us6000453d,2019-06-24T06:58:46.602Z,"22km WNW of Carahue, Chile",earthquake,7.4,6.5,0.117,22,reviewed,us,us
2019-06-24T03:28:26.040Z,17.44342667,78.45993421,218.21,5.2,mb,,65,2.641,0.71,us,us60004514,2019-06-24T03:44:08.040Z,"293km NW of Saumlaki, Indonesia",earthquake,8.8,8.2,0.115,25,reviewed,us,us
2019-06-24T02:53:40.179Z,17.4434374,78.45994822,208.25,7.3,mww,,34,2.599,1.11,us,us600044zz,2019-06-27T15:29:34.871Z,"288km NW of Saumlaki, Indonesia",earthquake,7.8,7.4,0.061,26,reviewed,us,us
2019-06-24T02:48:06.304Z,17.44344814,78.45996223,10,5.1,mb,,56,6.234,1.21,us,us600044zy,2019-06-24T03:12:06.255Z,"233km W of Abepura, Indonesia",earthquake,4.2,1.9,0.102,31,reviewed,us,us
2019-06-24T02:43:54.955Z,17.44345887,78.45997624,10,5.3,mb,,37,6.294,0.89,us,us600044zx,2019-06-24T03:01:08.040Z,"226km W of Abepura, Indonesia",earthquake,8,1.8,0.047,151,reviewed,us,us
2019-06-24T02:26:54.867Z,17.4434696,78.45999025,10,4.7,mb,,98,6.286,0.71,us,us600044zq,2019-06-24T03:11:59.040Z,"227km W of Abepura, Indonesia",earthquake,8.3,1.9,0.059,87,reviewed,us,us
2019-06-24T02:03:11.410Z,17.44348033,78.46000425,10,4.7,mb,,110,6.428,0.6,us,us600044zm,2019-06-24T02:50:30.040Z,"211km W of Abepura, Indonesia",earthquake,5.1,1.9,0.084,43,reviewed,us,us
2019-06-24T01:45:42.588Z,17.44349107,78.46001826,10,4.7,mb,,72,6.339,0.92,us,us600044zf,2019-06-24T02:11:25.040Z,"221km W of Abepura, Indonesia",earthquake,6.5,1.9,0.069,65,reviewed,us,us
2019-06-24T01:28:37.170Z,17.4435018,78.46003227,10,5.3,mb,,47,6.242,1.21,us,us600044za,2019-06-24T16:03:27.040Z,"232km W of Abepura, Indonesia",earthquake,7.4,1.5,0.04,208,reviewed,us,us
2019-06-24T01:23:16.859Z,17.44351253,78.46004628,10,4.6,mb,,96,4.456,1.21,us,us600044z8,2019-06-24T02:03:59.040Z,"10km NE of Xunchang, China",earthquake,2.6,1.9,0.063,75,reviewed,us,us
2019-06-24T01:22:46.681Z,17.44352326,78.46006029,10,5,mb,,111,6.337,0.69,us,us600044z9,2019-06-24T02:04:59.040Z,"221km W of Abepura, Indonesia",earthquake,7.8,1.9,0.055,107,reviewed,us,us
2019-06-24T01:05:29.499Z,17.443534,78.46007429,28,6.1,mww,,20,6.291,1.07,us,us600044z4,2019-06-25T01:08:20.077Z,"227km W of Abepura, Indonesia",earthquake,7.8,1.8,0.048,41,reviewed,us,us
2019-06-24T00:55:26.207Z,17.44354473,78.4600883,10,4.5,mb,,97,2.456,1.01,us,us600044z2,2019-06-24T01:20:11.040Z,"34km WSW of Kasiguncu, Indonesia",earthquake,5.3,1.9,0.128,18,reviewed,us,us
2019-06-24T00:53:22.970Z,17.44355546,78.46010231,12,2.54,md,5,243,0.6704,0.36,pr,pr2019175000,2019-06-24T07:02:52.813Z,"76km NW of San Antonio, Puerto Rico",earthquake,5.01,6.27,0.29,5,reviewed,pr,pr
2019-06-24T00:30:41.412Z,17.44356619,78.46011632,126.4,4.4,mb,,139,2.676,1.03,us,us600044z0,2019-06-24T00:50:56.040Z,"31km NNE of El Carmen, Colombia",earthquake,14.5,11.6,0.077,49,reviewed,us,us
2019-06-24T00:11:44.822Z,17.44357693,78.46013033,43.72,5.3,mww,,18,1.53,0.72,us,us600044yu,2019-06-26T21:15:45.995Z,"15km ESE of Tateyama, Japan",earthquake,3.4,3.8,0.066,22,reviewed,us,us
2019-06-23T23:35:08.596Z,17.44358766,78.46014433,10,4.6,mb,,118,3.849,0.76,us,us600044yj,2019-06-24T01:29:07.040Z,"26km NE of Chonglong, China",earthquake,12.5,1.9,0.051,117,reviewed,us,us
2019-06-23T23:23:05.778Z,17.44359839,78.46015834,178.65,4.6,mb,,83,3.021,0.65,us,us600044yf,2019-06-24T00:00:15.040Z,"22km NE of Pagan, Northern Mariana Islands",earthquake,9.8,7.1,0.031,303,reviewed,us,us
2019-06-23T23:13:25.970Z,17.44360912,78.46017235,19,2.73,md,6,329,0.8482,0.24,pr,pr2019174026,2019-06-24T07:01:52.684Z,"94km NE of Punta Cana, Dominican Republic",earthquake,9.12,18.21,0.41,4,reviewed,pr,pr
2019-06-23T22:39:10.810Z,17.44361986,78.46018636,12.3,3.87,mw,70,231,0.4011,0.23,nc,nc73201431,2019-06-24T23:42:03.838Z,"49km W of Petrolia, CA",earthquake,0.51,0.78,,4,reviewed,nc,nc
2019-06-23T21:01:29.389Z,17.44363059,78.46020037,10,4.4,mb,,112,5.468,0.74,us,us600044xk,2019-06-23T21:33:15.040Z,"240km N of Okha, Russia",earthquake,13.2,2,0.085,40,reviewed,us,us
2019-06-23T20:43:47.977Z,17.44364132,78.46021437,12.6,3.4,ml,,75,0.771,1.41,us,us600044xg,2019-06-26T01:27:00.328Z,"1km N of Colonna, Italy",earthquake,4.6,7.5,0.053,46,reviewed,us,us
2019-06-23T19:58:43.280Z,17.44365206,78.46022838,125,3.76,md,26,176,0.7456,0.02,pr,pr2019174025,2019-06-23T20:36:27.040Z,"2km S of Guaymate, Dominican Republic",earthquake,0.84,1.38,0.39,23,reviewed,pr,pr
2019-06-23T19:35:52.893Z,17.44366279,78.46024239,141.92,4.7,mb,,110,2.629,0.88,us,us600044wk,2019-06-23T23:35:05.844Z,"41km ESE of Jesus Carranza, Mexico",earthquake,8.9,8,0.031,317,reviewed,us,us
2019-06-23T18:42:08.069Z,17.44367352,78.4602564,503.76,4.9,mb,,102,5.418,0.8,us,us600044we,2019-06-23T19:00:15.040Z,"193km S of Ndoi Island, Fiji",earthquake,10.3,7.3,0.067,71,reviewed,us,us
2019-06-23T18:35:13.085Z,17.44368425,78.46027041,0,3.1,ml,,,,0.75,ak,ak019802fpu6,2019-06-23T18:43:31.041Z,"61km NW of Arctic Village, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-23T17:09:23.320Z,17.44369499,78.46028442,35.6,4.6,mb,,141,0.599,1.15,us,us600044vy,2019-06-23T17:20:50.040Z,"23km WNW of Tocopilla, Chile",earthquake,4.6,8.5,0.173,10,reviewed,us,us
2019-06-23T16:51:59.950Z,17.44370572,78.46029842,10,4.7,mb,,86,0.677,0.61,us,us600044vv,2019-06-23T18:09:52.040Z,"26km W of Sarpol-e Zahab, Iran",earthquake,2.8,1.9,0.047,137,reviewed,us,us
2019-06-23T15:42:27.975Z,17.44371645,78.46031243,5.49,4.6,mb,,141,2.053,0.71,us,us600044vi,2019-06-26T05:41:12.278Z,"72km S of Rio de Jesus, Panama",earthquake,5.5,6.4,0.046,141,reviewed,us,us
2019-06-23T13:23:09.145Z,17.44372718,78.46032644,10,4.7,mb,,55,1.444,0.74,us,us600044uz,2019-06-23T14:04:51.040Z,"136km N of Lautoka, Fiji",earthquake,10.8,1.9,0.077,51,reviewed,us,us
2019-06-23T13:03:37.875Z,17.44373792,78.46034045,174.2,3.1,ml,,124,0.126,0.23,us,us600044vw,2019-06-23T17:22:21.040Z,"14km NNE of Atka, Alaska",earthquake,7,3.6,0.097,14,reviewed,us,us
2019-06-23T11:37:52.059Z,17.44374865,78.46035446,10,4.6,mb,,108,1.883,0.8,us,us600044uf,2019-06-26T05:42:59.040Z,"119km NNE of Hihifo, Tonga",earthquake,7.8,1.4,0.076,52,reviewed,us,us
2019-06-23T11:29:17.640Z,17.44375938,78.46036846,124,3.28,md,7,185,0.8669,0.47,pr,pr2019174023,2019-06-26T07:00:24.040Z,"11km NNE of Otra Banda, Dominican Republic",earthquake,8.32,3.67,0.28,7,reviewed,pr,pr
2019-06-23T10:46:02.237Z,17.44377011,78.46038247,56.26,4.6,mb,,70,1.524,0.54,us,us600044u8,2019-06-23T11:52:30.040Z,"39km SW of Biha, Indonesia",earthquake,4.4,6.5,0.103,28,reviewed,us,us
2019-06-23T10:38:44.947Z,17.44378085,78.46039648,155.76,4.5,mb,,83,2.234,0.91,us,us600044u1,2019-06-23T11:03:12.040Z,"248km WNW of Saumlaki, Indonesia",earthquake,7,12.1,0.18,9,reviewed,us,us
2019-06-23T09:26:13.000Z,17.44379158,78.46041049,21,2.9,md,18,278,0.694,0.39,pr,pr2019174011,2019-06-26T06:55:01.040Z,"95km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.43,25.95,0.38,16,reviewed,pr,pr
2019-06-23T09:08:46.010Z,17.44380231,78.4604245,75,3.32,md,15,179,0.8825,0.66,pr,pr2019174019,2019-06-26T06:52:34.040Z,"41km ENE of Miches, Dominican Republic",earthquake,5.16,4.43,0.3,15,reviewed,pr,pr
2019-06-23T08:50:15.340Z,17.44381304,78.4604385,5.71,2.8,ml,72,36,0.05104,0.14,hv,hv71005956,2019-06-24T19:47:49.459Z,"19km W of Volcano, Hawaii",earthquake,0.2,0.41,0.176,43,reviewed,hv,hv
2019-06-23T08:00:02.640Z,17.44382378,78.46045251,28,2.7,md,14,312,1.0672,0.35,pr,pr2019174015,2019-06-23T14:09:39.324Z,"103km N of San Juan, Puerto Rico",earthquake,1.73,22.21,0.27,10,reviewed,pr,pr
2019-06-23T07:50:34.640Z,17.44383428,78.46046669,23,2.75,md,9,300,0.7116,0.33,pr,pr2019174013,2019-06-23T14:08:54.363Z,"80km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.79,24.21,0.21,5,reviewed,pr,pr
2019-06-23T07:24:04.050Z,17.44384367,78.46048172,20,2.75,md,15,280,0.7173,0.28,pr,pr2019174012,2019-06-23T14:08:36.484Z,"81km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.13,23.37,0.4,13,reviewed,pr,pr
2019-06-23T07:04:07.164Z,17.44385307,78.46049675,35,4.5,mb,,57,7.457,0.59,us,us600044t0,2019-06-23T09:02:17.040Z,"102km WSW of Abepura, Indonesia",earthquake,4.4,2,0.081,45,reviewed,us,us
2019-06-23T06:52:12.579Z,17.44386246,78.46051178,35,5.3,mww,,70,1.704,0.72,us,us600044sr,2019-06-23T07:12:52.040Z,"140km ENE of L'Esperance Rock, New Zealand",earthquake,11.8,1.9,0.059,28,reviewed,us,us
2019-06-23T06:03:39.365Z,17.44387186,78.4605268,35,4.3,mb,,184,1.192,0.81,us,us600044se,2019-06-23T08:13:57.040Z,"67km SW of Puerto Madero, Mexico",earthquake,7.8,2,0.05,112,reviewed,us,us
2019-06-23T05:17:03.924Z,17.44388125,78.46054183,10,2.7,ml,,,,0.63,ak,ak0197zulat7,2019-06-23T16:44:27.599Z,South of Alaska,earthquake,,0,,,reviewed,ak,ak
2019-06-23T04:56:39.210Z,17.44389065,78.46055686,82,2.79,md,17,200,0.6912,0.5,pr,pr2019174010,2019-06-25T22:23:33.040Z,"56km ENE of Miches, Dominican Republic",earthquake,2.74,3.59,0.5,16,reviewed,pr,pr
2019-06-23T03:53:02.890Z,17.44390004,78.46057189,9.44,5.58,mw,34,159,0.03116,0.17,nc,nc73201181,2019-06-28T01:11:38.911Z,"6km SSW of Petrolia, CA",earthquake,0.34,0.21,,6,reviewed,nc,nc
2019-06-23T03:27:31.880Z,17.44390944,78.46058691,9.01,2.8,md,30,142,0.03264,0.14,nc,nc73201166,2019-06-25T05:11:03.745Z,"5km S of Petrolia, CA",earthquake,0.29,0.2,0.221,62,reviewed,nc,nc
2019-06-23T02:12:27.402Z,17.44391883,78.46060194,10,3.1,ml,,270,3.041,0.73,us,us600044r5,2019-06-23T02:25:11.040Z,Off the coast of Oregon,earthquake,12.4,2,0.052,48,reviewed,us,us
2019-06-23T01:52:05.880Z,17.44392822,78.46061697,27,2.86,md,14,286,0.6674,0.36,pr,pr2019174006,2019-06-23T05:44:48.950Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.48,14.84,0.51,13,reviewed,pr,pr
2019-06-23T01:06:28.130Z,17.44393762,78.460632,26,2.92,md,4,358,0.9585,0.29,pr,pr2019174005,2019-06-23T05:44:28.871Z,"103km NNW of Isabela, Puerto Rico",earthquake,16.37,16.91,0.22,4,reviewed,pr,pr
2019-06-23T00:28:18.935Z,17.44394701,78.46064702,10,4.9,mb,,44,7.22,0.72,us,us600044qx,2019-06-23T00:48:14.040Z,"7km SSE of Changning, China",earthquake,8,1.9,0.041,189,reviewed,us,us
2019-06-23T00:21:06.232Z,17.44395641,78.46066205,10,4.9,mww,,63,4.152,1.29,us,us600044qw,2019-06-23T01:01:43.040Z,"123km ENE of `Ohonua, Tonga",earthquake,10.1,1.8,0.073,18,reviewed,us,us
2019-06-23T00:09:30.350Z,17.4439658,78.46067708,14,2.59,md,16,276,0.6692,0.34,pr,pr2019174000,2019-06-27T03:16:45.040Z,"77km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,4.37,9.04,0.31,16,reviewed,pr,pr
2019-06-22T22:35:05.667Z,17.4439752,78.4606921,10,4.9,mb,,61,1.822,1.22,us,us600044qh,2019-06-22T23:17:48.040Z,"177km ENE of L'Esperance Rock, New Zealand",earthquake,9.2,1.8,0.096,34,reviewed,us,us
2019-06-22T22:31:38.880Z,17.44398459,78.46070713,38.41,5.6,mww,,155,1.102,0.98,us,us600044qf,2019-06-23T22:33:48.540Z,"53km SW of Puerto Madero, Mexico",earthquake,7.3,5,0.068,21,reviewed,us,us
2019-06-22T22:22:39.822Z,17.44399398,78.46072216,10,4.1,mb,,131,0.769,1.01,us,us600044qe,2019-06-22T22:46:12.040Z,"85km SSW of Yonakuni, Japan",earthquake,4.4,2,0.166,10,reviewed,us,us
2019-06-22T22:02:58.630Z,17.44400338,78.46073719,11,2.49,md,12,297,0.668,0.23,pr,pr2019173013,2019-06-23T01:06:53.560Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.96,2.87,0.37,12,reviewed,pr,pr
2019-06-22T21:48:29.833Z,17.44401277,78.46075221,47.49,4.8,mb,,155,1.09,0.88,us,us600044qb,2019-06-22T22:27:37.040Z,"55km SW of Puerto Madero, Mexico",earthquake,7.3,7.2,0.039,206,reviewed,us,us
2019-06-22T21:18:55.417Z,17.44402217,78.46076724,10,2.9,ml,,199,0.122,1.62,us,us600044sc,2019-06-24T19:55:55.687Z,"9km SSW of Karpathos, Greece",earthquake,2.6,2,0.256,2,reviewed,us,us
2019-06-22T21:00:02.028Z,17.44403156,78.46078227,10,4.3,mb,,188,0.777,0.93,us,us600044q9,2019-06-22T21:53:16.040Z,"86km S of Yonakuni, Japan",earthquake,4.1,1.9,0.148,13,reviewed,us,us
2019-06-22T20:41:42.182Z,17.44404096,78.4607973,44.92,4.1,mb,,85,0.539,0.65,us,us600044py,2019-06-22T21:04:59.040Z,"25km NNE of Palmerston North, New Zealand",earthquake,5.1,12.4,0.26,4,reviewed,us,us
2019-06-22T20:00:00.004Z,17.44405035,78.46081232,5.4,3.4,mb_lg,,191,0.556,0.37,us,us600044s7,2019-06-23T16:37:16.542Z,"8km NE of Pulpi, Spain",earthquake,7.2,6.8,0.17,9,reviewed,us,us
2019-06-22T19:01:58.139Z,17.44405975,78.46082735,101.75,3.2,ml,,186,0.999,0.45,us,us600044qq,2019-06-23T00:35:05.040Z,"91km W of Amukta Island, Alaska",earthquake,18.4,15.1,0.105,12,reviewed,us,us
2019-06-22T18:34:33.693Z,17.44406914,78.46084238,10,5,mww,,61,4.419,0.56,us,us600044pb,2019-06-23T20:44:15.040Z,Vanuatu region,earthquake,6.2,1.8,0.073,18,reviewed,us,us
2019-06-22T18:20:17.130Z,17.44407853,78.4608574,32,2.81,md,10,337,1.1203,0.45,pr,pr2019173012,2019-06-22T21:12:41.040Z,"109km NE of Punta Cana, Dominican Republic",earthquake,5.34,30.14,0.35,7,reviewed,pr,pr
2019-06-22T17:01:39.940Z,17.44408754,78.46087267,43.44,3.9,mb,,196,1.524,1.35,us,us600044nr,2019-06-23T20:46:56.040Z,"93km S of Yunaska Island, Alaska",earthquake,2.8,11.5,0.048,114,reviewed,us,us
2019-06-22T16:36:20.834Z,17.4440953,78.46088869,598.29,4.9,mb,,99,4.841,0.83,us,us600044nh,2019-06-22T16:52:38.040Z,"152km SSW of Ndoi Island, Fiji",earthquake,12.7,9.5,0.091,38,reviewed,us,us
2019-06-22T16:26:22.766Z,17.44410305,78.46090471,5.2,2.9,ml,,,,0.92,ak,ak0197ydnlhg,2019-06-22T20:57:49.040Z,"73km WNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-22T15:43:55.928Z,17.4441108,78.46092074,127.33,4.5,mb,,75,3.253,0.78,us,us600044n4,2019-06-22T15:59:08.040Z,"256km ESE of Sarangani, Philippines",earthquake,5.5,8.3,0.102,28,reviewed,us,us
2019-06-22T14:30:27.608Z,17.44411856,78.46093676,136.81,4.6,mb,,168,4.386,1.01,us,us600044ms,2019-06-22T14:51:27.040Z,"81km SE of Kuril'sk, Russia",earthquake,9.8,13.5,0.043,162,reviewed,us,us
2019-06-22T14:29:55.811Z,17.44412631,78.46095278,10,5.3,mww,,79,15.954,0.87,us,us600044mq,2019-06-24T13:30:54.659Z,"13km S of Changning, China",earthquake,11.1,1.9,0.073,18,reviewed,us,us
2019-06-22T14:26:44.665Z,17.44413406,78.4609688,10,4.6,mb,,176,3.047,1.24,us,us600044mm,2019-06-23T00:40:04.355Z,Off the coast of Oregon,earthquake,10.6,2,0.041,177,reviewed,us,us
2019-06-22T14:14:07.300Z,17.44414182,78.46098483,10,3.2,ml,,254,3.092,0.81,us,us600044ml,2019-06-22T16:24:23.040Z,Off the coast of Oregon,earthquake,10,2,0.051,50,reviewed,us,us
2019-06-22T13:46:59.214Z,17.44414957,78.46100085,52.7,2.5,ml,,,,0.61,ak,ak0197ybznry,2019-06-22T13:58:22.574Z,"30km NNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-22T13:40:13.825Z,17.44415732,78.46101687,10,4.7,mb,,196,3.174,0.57,us,us600044mf,2019-06-22T18:54:14.976Z,Off the coast of Oregon,earthquake,4.2,1.9,0.033,280,reviewed,us,us
2019-06-22T13:37:31.541Z,17.44416507,78.4610329,10,4.2,mb,,176,3.231,1.04,us,us600044mh,2019-06-22T13:57:32.040Z,Off the coast of Oregon,earthquake,10,2,0.074,51,reviewed,us,us
